"Taxon"	"NCBI_taxid"	"Synonyms"	"Taxonomic.level"	"Ecology"	"Diet_varies_by_lifestage"	"Other information"	"References"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Diapriidae;g__Trichopria;s__Trichopria drosophilae"	1507179		"Species"	"Carnivores"	"No"		"Wang, X.-G., Kaçar, G., Biondi, A., Daane, K. M., 2016. Life-history and host preference of Trichopria drosophilae, a pupal parasitoid of spotted wing drosophila. BioControl 61(4), 387–397. https://doi.org/10.1007/s10526-016-9720-9"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Monhysterida;f__Monhysteridae;g__Eumonhystera;s__Eumonhystera hungarica"	1510641		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Seinuridae;g__Aprutides;s__Aprutides guidetti"	1510645		"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Enoplea;o__Triplonchida;f__Tobrilidae;g__Epitobrilus;s__Epitobrilus stefanskii"	1510650		"Species"	"Carnivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Enoplea;o__Isolaimida;f__Isolaimiidae;g__Isolaimium;s__Isolaimium multistriatum"	1510658		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Plectida;f__Aphanolaimidae;g__Paraphanolaimus;s__Paraphanolaimus behningi"	1510662		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Hoplolaimidae;g__Rotylenchulus;s__Rotylenchulus borealis"	1510666		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Telotylenchidae;g__Tylenchorhynchus;s__Tylenchorhynchus teeni"	1510669	"Bitylenchus teeni"	"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Panagrolaimidae;g__Propanagrolaimus"	1510670		"Genus"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Enoplea;o__Dorylaimida;f__Leptonchidae;g__Proleptonchus;s__Proleptonchus weischeri"	1510674		"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Heteroderidae;g__Globodera;s__Globodera ellingtonae"	1517492	"Globodera sp. AMS-2009"	"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Collembola;o__Poduromorpha;f__Onychiuridae;g__Protaphorura;s__Protaphorura fimata"	1519113		"Species"	"Herbivores"	"No"	"Feeds on seeds and germinating seedlings of lettuce"	"Joseph, S.V., Bettiga, C., Ramirez, C., Soto-Adames, F.N., 2015. Evidence of Protaphorura fimata (Collembola: Poduromorpha: Onychiuridae) feeding on germinating lettuce in the Salinas Valley of California. Journal of Economic Entomology 108(1), 228–236. https://doi.org/10.1093/jee/tou021"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Scatopsidae;g__Scatopse;s__Scatopse notata"	1520325		"Species"	"Detritivores"	"No"	"Larvae are detritivores"	"Basbagcİ, G., Erler, F., 2013. Evaluation of some essential oils and their major components against mushroom scatopsid flies as fumigants. Fresenius Environmental Bulletin 22(11), 3170–3178."
"k__Metazoa;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Baetidae;g__Baetis;s__Baetis enigmaticus"	1521165		"Species"	"Microbivores"	"No"		"Rutschmann, S., Gattolliat, J., Hughes, S.J., Báez, M., Sartori, M., Monaghan, M.T., 2014. Evolution and island endemism of morphologically cryptic Baetis and Cloeon species (Ephemeroptera, Baetidae) on the Canary Islands and Madeira. Freshwater Biology 59(12), 2516–2527. https://doi.org/10.1111/fwb.12450"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Ceratopogonidae;g__Forcipomyia;s__Forcipomyia nigra"	1525510		"Species"	"Omnivores"	"Yes"	"Larvae are detritivores, females could be pollinivorous or just sucking hemolymph from insects that pollinate plants"	"Urbanek, A., Rost-Roszkowska, M.M., 2015. Ultrastructural studies on the midgut of biting midge Forcipomyia nigra (Winnertz) (Diptera: Ceratopogonidae). Micron 69, 25–34. https://doi.org/10.1016/j.micron.2014.11.003"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Basiria;s__Basiria duplexa"	1538485		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Cephalenchus;s__Cephalenchus leptus"	1538487		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Filenchus;s__Filenchus andrassyi"	1538491		"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Filenchus;s__Filenchus aquilonius"	1538492	"Tylenchus aquilonius"	"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Filenchus;s__Filenchus chilensis"	1538493		"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Filenchus;s__Filenchus facultativus"	1538494		"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Hoplolaimidae;g__Helicotylenchus;s__Helicotylenchus digitiformis"	1538498		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Hoplolaimidae;g__Helicotylenchus;s__Helicotylenchus minzi"	1538500		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Malenchus;s__Malenchus acarayensis"	1538503		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Malenchus;s__Malenchus neosulcus"	1538504		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Tylenchus;s__Tylenchus naranensis"	1538505		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Irantylenchus;s__Irantylenchus vicinus"	1538510	"Irantylenchus clavidorus;Tylenchus vicinus"	"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Filenchus;s__Filenchus longiurus"	1538511	"Ottolenchus longiurus"	"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Neodiplogasteridae;g__Fictor;s__Fictor stercorarius"	1538713		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Curculionidae;g__Sitona;s__Sitona obsoletus"	1541163	"Curculio obsoletus"	"Species"	"Herbivores"	"No"		"Basse, B., Phillips, C.B., Hardwick, S., Kean, J. M., 2015. Economic benefits of biological control of Sitona obsoletus (clover root weevil) in Southland pasture. New Zealand Plant Protection 68, 218–226. https://doi.org/10.30843/nzpp.2015.68.5809."
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchulidae;g__Paratylenchus;s__Paratylenchus goldeni"	1542466		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Telotylenchidae;g__Bitylenchus;s__Bitylenchus parvus"	1544698	"Tylenchorhynchus parvus"	"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Telotylenchidae;g__Tylenchorhynchus;s__Tylenchorhynchus clarus"	1544706		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Miridae;g__Calocoris;s__Calocoris alpestris"	1545087	"Adelphocoris alpestris"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Miridae;g__Pithanus;s__Pithanus maerkelii"	1545217		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Acrotona;s__Acrotona fungi"	1553023	"Aleochara fungi"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Dalopius;s__Dalopius marginatus"	1553258		"Species"	"Omnivores"	"No"	"Larvae are found in the soil in woodland, probably mainly predaceous on insect larvae but also feeding on plant roots"	"Lompe, A., 2013. Subfamily Elaterinae (Elateridae) Key to British Species. Available at: http://www.coleo-net.de/coleo/texte/elateridae.htm"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Acidota;s__Acidota crenata"	1553348	"Staphylinus crenatus"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Anthophagus;s__Anthophagus alpinus"	1553359		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Hydrophilidae;g__Megasternum;s__Megasternum concinnum"	1553560		"Species"	"Detritivores"	"No"	"Coprophagous"	"Anderson, A., Carnus, T., Helden, A.J., Sheridan, H., Purvis, G., 2012. The influence of conservation field margins in intensively managed grazing land on communities of five arthropod trophic groups. Insect Conservation and Diversity 6(3), 201–211. https://doi.org/10.1111/j.1752-4598.2012.00203.x"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Mycetoporus;s__Mycetoporus boreellus"	1553575		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Mycetoporus;s__Mycetoporus lepidus"	1553576		"Species"	"Carnivores"	"No"		"Majzlan, O., Fedor, P. J., 2009. The phenology of geobiont beetles (Coleoptera) and other arthropods (Arthropoda) in the Vysoké Tatry Mts. Folia oecologica 36(2), 116."
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Olophrum;s__Olophrum boreale"	1553603		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__Patrobus;s__Patrobus septentrionis"	1553643		"Species"	"Carnivores"	"No"		"Rex, C.L., Bateman, M.D., Buckland, P.C., Panagiotakopulu, E., Livingstone, S.J., Hardiman, M., Eddey, L., 2023. A revision of the British chronostratigraphy within the last glacial-interglacial cycle based on new evidence from Arclid, Cheshire UK. Quaternary Science Reviews 299, 107882. https://doi.org/10.1016/j.quascirev.2022.107882"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Philonthus;s__Philonthus lederi"	1553651		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cantharidae;g__Podabrus;s__Podabrus alpinus"	1553677	"Cantharis alpinus"	"Species"	"Omnivores"	"No"	"Larvae are believed to be predators living in upper soil layers and organic debris, adults are predators, feeding on soft-bodied insects but have also been observed to feed on pollen. "	"Crowley, L.M., Chua, P., Kusy, D., 2023. The genome sequence of a soldier beetle, Podabrus alpinus (Paykull, 1798). Wellcome Open Research 8, 56. https://doi.org/10.12688/wellcomeopenres.18890.1"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Ptiliidae;g__Ptiliolum;s__Ptiliolum sahlbergi"	1553689		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cantharidae;g__Rhagonycha;s__Rhagonycha atra"	1553713	"Cantharis atra"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Plecoptera;f__Perlodidae;g__Perlodes;s__Perlodes mortoni"	1554534	"Dictyopteryx mortoni"	"Species"	"Carnivores"	"No"	"Nymphs are carnivores"	"Mackereth, J.C., 1957. Notes on the Plecoptera from a Stony Stream. Journal of Animal Ecology 26(2), 343–351. https://doi.org/10.2307/1751"
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Winterschmidtiidae;g__Czenspinskia"	1569444		"Genus"	"Fungivores"	"No"		"O’Dowd, D.J., Pemberton, R.W., 1998. Leaf domatia and foliar mite abundance in broadleaf deciduous forest of north asia. American Journal of Botany 85(1), 70–78. https://doi.org/10.2307/2446556"
"k__Metazoa;p__Arthropoda;c__Diplopoda;o__Glomerida;f__Glomeridae;g__Glomeris;s__Glomeris intermedia"	1569476		"Species"	"Detritivores"	"No"		"Proesmans, W., Verheyen, K., 2014. Millipede communities in small forest patches in contrasting agricultural landscapes. Ghent University, PhD Thesis, 76 pp. http://www.unicat.be/uniCat?func=search&query=sysid:128799516"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Panagrolaimidae;g__Baldwinema;s__Baldwinema ilamense"	1576582		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Discotylenchus"	1582099		"Genus"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Discopersicus;s__Discopersicus iranicus"	1582100	"Discotylenchus iranicus"	"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Ptinidae;g__Ernobius;s__Ernobius abietis"	1587281	"Anobium abietis"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Eusphalerum;s__Eusphalerum limbatum"	1587300	"Anthobium limbatum"	"Species"	"Herbivores"	"No"		"Zehetmair, T.J.S., 2015. Diversität der Insektenfauna europäischer Buchenwälder (Asperulo-Fagetum) in einem biogeografischen Gradienten. Technische Universität München, PhD Thesis, 170 pp. http://d-nb.info/1074243471/34"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Ptinidae;g__Lasioderma;s__Lasioderma redtenbacheri"	1587376		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Collembola;o__Entomobryomorpha;f__Paronellidae;g__Cyphoderus;s__Cyphoderus javanus"	1588068		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Collembola;o__Entomobryomorpha;f__Paronellidae;g__Pseudoparonella"	1588077		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__Lasioptera;s__Lasioptera rubi"	1588142	"Tipula rubi"	"Species"	"Omnivores"	"No"	"Feeds of plant tissue and fungi within galls"	"Majić, I., Sarajlić, A., Lakatos, T., Tóth, T., Raspudić, E., Puškadija, Z., Šarić, G.K., Laznik, Ž., 2019. Virulence of new strain of Heterorhabditis bacteriophora from Croatia against Lasioptera rubi. Plant Protection Science 55(2), 134–141. https://doi.org/10.17221/119/2018-pps"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Keroplatidae;g__Orfelia;s__Orfelia nemoralis"	1588145		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__Lestremia"	1588161		"Genus"	"Detritivores"	"No"		"Mamaev, B.M., 1996. Records of gall midges of the subfamily Lestremiinae (Diptera: Cecidomyiidae) in Sweden. Entomologisk Tidskrift 117(1-2), 61-62."
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__Porricondyla"	1588167		"Genus"	"Fungivores"	"No"		"Jaschhof, M., 2024. New taxa and new records of Winnertziinae and Porricondylinae (Diptera: Cecidomyiidae) from Germany. European Journal of Taxonomy 953, 1–134. https://doi.org/10.5852/ejt.2024.953.2649"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cantharidae;g__Metacantharis;s__Metacantharis clypeata"	1588237	"Cantharis clypeata"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Dicranomyia;s__Dicranomyia halterella"	1588690	"Dicranomyia (Idiopyga) halterella"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Tarnania;s__Tarnania tarnanii"	1601832	"Rhymosia tarnanii"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cydnidae;g__Macroscytus;s__Macroscytus fraterculus"	1603585		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Dermaptera;f__Anisolabididae;g__Euborellia;s__Euborellia arcanum"	1610841		"Species"	"Omnivores"	"No"		"Matzke, D., Kocarek, P., 2015. Description and biology of Euborellia arcanum sp. nov., an alien earwig occupying greenhouses in Germany and Austria (Dermaptera: Anisolabididae). Zootaxa 3956(1), 131-9. https://doi.org/10.11646/zootaxa.3956.1.8."
"k__Metazoa;p__Rotifera;c__Eurotatoria;o__Flosculariaceae;f__Flosculariidae;g__Collotheca;s__Collotheca tenuilobata"	1611838	"Floscularia tenuilobata"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Rotifera;c__Eurotatoria;o__Flosculariaceae;f__Flosculariidae;g__Ptygura;s__Ptygura beauchampi"	1611841		"NA"	"NA"	"NA"		
"k__Metazoa;p__Rotifera;c__Eurotatoria;o__Flosculariaceae;f__Flosculariidae;g__Floscularia;s__Floscularia bifida"	1611845		"NA"	"NA"	"NA"		
"k__Metazoa;p__Rotifera;c__Eurotatoria;o__Flosculariaceae;f__Hexarthridae;g__Hexarthra;s__Hexarthra intermedia"	1611852	"Pedalia intermedia"	"Species"	"Microbivores"	"No"		"Wallace, R.L., Walsh, E.J., 2019. Evidence does not support the conclusion that Hexarthra intermedia (Rotifera, Monogononta, Flosculariaceae) causes mortality in Bosmina longirostris (Cladocera, Diplostraca, Branchiopoda). Limnetica 38(1), 147–157. https://doi.org/10.23818/limn.38.16"
"k__Metazoa;p__Rotifera;c__Eurotatoria;o__Flosculariaceae;f__Flosculariidae;g__Lacinularia;s__Lacinularia flosculosa"	1611854	"Vorticella flosculosa"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Rotifera;c__Eurotatoria;o__Flosculariaceae;f__Flosculariidae;g__Limnias;s__Limnias ceratophylli"	1611856		"Species"	"Microbivores"	"No"		"Sarma, S.S.S., Jiménez-Santos, M.A., Nandini, S., Wallace, R.L., 2017. Demography of the sessile rotifers, Limnias ceratophylli and Limnias melicerta (Rotifera: Gnesiotrocha), in relation to food (Chlorella vulgaris Beijerinck, 1890) density. Hydrobiologia 796(1), 181–189. https://doi.org/10.1007/s10750-017-3184-5"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchulidae;g__Gracilacus;s__Gracilacus wuae"	1632182	"Gracilacus wuae"	"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Trombidiformes;f__Eutrombidiidae;g__Hexathrombium"	1635227		"Genus"	"Carnivores"	"No"	"Parasite"	"Acal, D.A.P., Wiesner, J., Nuñeza, O.M., Jaskuła, R., 2021. Tiger beetles (Coleoptera, Cicindelidae) of Northern Mindanao region (Philippines): checklist, distributional maps, and habitats. ZooKeys 1017, 37–75. https://doi.org/10.3897/zookeys.1017.34500"
"k__Metazoa;p__Nematoda;c__Enoplea;o__Trichinellida;f__Capillariidae;g__Pearsonema"	1647934		"Genus"	"Carnivores"	"No"		"Pelligra, S., Guardone, L., Riggio, F., Parisi, F., Maestrini, M., Mariacher, A., Perrucci, S., 2020. Pearsonema spp. (Family Capillariidae, Order Enoplida) Infection in Domestic Carnivores in Central–Northern Italy and in a Red Fox Population from Central Italy. Animals 10(9), 1607. https://doi.org/10.3390/ani10091607."
"k__Metazoa;p__Nematoda;c__Enoplea;o__Trichinellida;f__Capillariidae;g__Aonchotheca;s__Aonchotheca putorii"	1647945	"Aonchotheca (Aonchotheca) putorii;Trichosoma putorii"	"Species"	"Carnivores"	"No"		"Zalewski, A., Kołodziej-Sobocińska, M., Bartoń, K.A., 2022. A tale of two nematodes: Climate mediates mustelid infection by nematodes across the geographical range. International Journal for Parasitology: Parasites and Wildlife 17, 218–224. https://doi.org/10.1016/j.ijppaw.2022.02.005"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Rhabditidae;g__Pellioditis;s__Pellioditis marina"	1654675	"Pellioditis marina;Rhabditis marina"	"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Balclutha;s__Balclutha punctata"	1655874		"Species"	"Herbivores"	"No"		"Thanou, Z., Stamouli, M., Magklara, A., Theodorou, D., Stamatakou, G., Konidis, G., Koufopoulou, P., Lyberopoulos, C., Tribonia, S., Vetsos, P., Katribouzas, A., Kalaitzaki, A., Papadoulis, G., Tsagkarakis, A., 2024. Faunistic Study of Auchenorrhyncha in Olive Orchards in Greece, Including First Records of Species. Agronomy 14(12), 2792. https://doi.org/10.3390/agronomy14122792"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Fagocyba;s__Fagocyba douglasi"	1656773		"Species"	"Herbivores"	"No"		"Guglielmino, A., Bückle, C., Remane, R., 2005. Contribution to the knowledge of the Auchenorrhyncha fauna of Central Italy (Hemiptera, Fulgoromorpha et Cicadomorpha). Marburger Entomologische Publikationen 3(3), 13-98."
"k__Metazoa;p__Nematoda;c__Enoplea;o__Triplonchida;f__Diphtherophoridae;g__Triplonchium;s__Triplonchium cylindricum"	1659213		"NA"	"NA"	"NA"		
"k__Metazoa;p__Nematoda;c__Enoplea;o__Mermithida;f__Mermithidae;g__Pheromermis"	1670665		"Genus"	"Carnivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Syrphidae;g__Sericomyia;s__Sericomyia silentis"	1676147		"Species"	"Omnivores"	"Yes"	"Larvae are microbiovres, adults feed on nectar and pollen"	"Skevington, J.H., Thompson, F.C., 2012. Review of New World Sericomyia (Diptera: Syrphidae), including description of a new species. The Canadian Entomologist 144(2), 216–247. https://doi.org/10.4039/tce.2012.24"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__Lasioptera;s__Lasioptera carophila"	1678855		"Species"	"Herbivores"	"No"		"Szwejda, J.H., 2023. Diptera Pests Occurring on Vegetable Crops in Poland. Journal of Horticultural Research 31(2), 169–188. https://doi.org/10.2478/johr-2023-0030"
